地址,经度,纬度,是否精确,可信度,地址类型,坐标系,错误
上海市浦东新区祝桥小学,121.7520755,31.11349857,1,70,教育,wgs84,
上海市浦东新区盐仓小学,121.7614889,31.08378283,1,70,教育,wgs84,
上海市建平中学,121.5518085,31.2465329,1,70,教育,wgs84,
上海市建平中学西校,121.5523916,31.2086869,1,70,教育,wgs84,
上海市浦东新区建平中学南校,121.5163667,31.21506006,1,70,教育,wgs84,
上海市建平实验中学,121.5664015,31.26167752,1,70,教育,wgs84,
上海市建平世纪中学,121.4046398,31.2149363,1,70,教育,wgs84,
上海市浦东新区建平实验小学,121.5888484,31.25434351,1,70,教育,wgs84,
上海市建平香梅中学,121.5330475,31.21050998,1,70,教育,wgs84,
上海市浦东中学,121.5109828,31.18955753,1,70,教育,wgs84,
上海市民办金苹果学校,121.6154034,31.28400547,1,70,教育,wgs84,
上海民办建平远翔学校,121.589954,31.27269198,1,70,教育,wgs84,
上海市第六师范附属小学,121.5588772,31.24239405,1,70,教育,wgs84,
上海市浦东新区特殊教育学校,121.5604712,31.24394974,1,70,教育,wgs84,
上海市进才中学,121.5431662,31.23156009,,50,NoClass,wgs84,
上海海事大学附属北蔡高级中学,121.5645891,31.2651836,,70,教育,wgs84,
上海市新场中学,121.6453194,31.0241581,1,70,教育,wgs84,
上海市高东中学,121.615263,31.33135178,1,70,教育,wgs84,
上海市进才中学北校,121.5418209,31.236352,1,70,教育,wgs84,
上海市进才实验中学,121.5525414,31.22771747,1,70,教育,wgs84,
上海市浦东新区进才中学南校,121.5909791,31.07122468,1,70,教育,wgs84,
上海市高桥－东陆学校,121.6180826,30.92176108,,30,道路,wgs84,
上海市罗山中学,121.5541425,31.24957384,1,70,教育,wgs84,
上海市北蔡中学,121.5530571,31.1757161,1,70,教育,wgs84,
上海市浦东新区进才实验小学,121.5253492,31.19223281,1,70,教育,wgs84,
上海市浦东新区海桐小学,121.5483711,31.20778848,1,70,教育,wgs84,
上海市浦东新区第二中心小学,121.6309937,31.20196322,1,70,教育,wgs84,
上海民办进才外国语学校,121.5373864,31.20526784,1,70,教育,wgs84,
上海市浦东新区进才中学东校,121.7495143,31.12686789,1,70,教育,wgs84,
上海市洋泾中学,121.5228516,31.22158889,1,70,教育,wgs84,
上海市洋泾-菊园实验学校,121.5075019,31.22982579,1,70,教育,wgs84,
上海市洋泾中学东校,121.5220012,31.22597809,,50,NoClass,wgs84,
上海市洋泾中学南校,121.4949956,31.12586246,1,70,教育,wgs84,
上海市浦东新区洋泾实验小学,121.5457942,31.24502746,1,70,教育,wgs84,
上海民办洋泾外国语学校,121.5177117,31.22043843,1,70,教育,wgs84,
上海交通大学附属中学浦东实验高中,121.4845742,31.32114369,,70,教育,wgs84,
上海市浦明师范学校附属小学,121.5269739,31.20400417,1,70,教育,wgs84,
曹杨二中教育园区,121.4011018,31.2450781,,50,商圈,wgs84,
上海市曹杨第二中学,121.3958194,31.24215111,1,70,教育,wgs84,
上海市曹杨第二中学附属学校,121.4011747,31.23768753,1,70,教育,wgs84,
上海兰田中学,121.4157912,31.24648839,1,70,教育,wgs84,
上海市梅陇中学,121.4050566,31.13417713,1,70,教育,wgs84,
上海市兴陇中学,121.4057009,31.23920934,1,70,教育,wgs84,
上海市普陀区朝春中心小学,121.4022471,31.24318765,1,70,教育,wgs84,
上海市沙田学校,121.4075662,31.23997445,1,70,教育,wgs84,
上海市普陀区曹杨新村第六小学,121.4033629,31.23779068,1,70,教育,wgs84,
曹杨教育联合体,121.4011018,31.2450781,,50,商圈,wgs84,
上海市曹杨第二中学,121.3958194,31.24215111,1,70,教育,wgs84,
上海市曹杨第二中学附属学校,121.4011747,31.23768753,1,70,教育,wgs84,
上海市兴陇中学,121.4057009,31.23920934,1,70,教育,wgs84,
上海市沙田学校,121.4075662,31.23997445,1,70,教育,wgs84,
上海市普陀区朝春中心小学,121.4022471,31.24318765,1,70,教育,wgs84,
上海市普陀区曹杨新村第六小学,121.4033629,31.23779068,1,70,教育,wgs84,
曹杨街道社区学校,113.2655186,23.20365632,,70,教育,wgs84,
甘泉教育联合体,109.3455569,36.27662718,,20,区县,wgs84,
上海市甘泉外国语中学,121.4313843,31.26520725,1,70,教育,wgs84,
上海培佳双语学校,121.4270399,31.26127858,1,70,教育,wgs84,
普陀区教育学院附属学校,121.4232415,31.26314072,1,70,教育,wgs84,
上海市延河中学,121.4325093,31.26937055,1,70,教育,wgs84,
上海市子长学校,121.4278853,31.26506343,1,70,教育,wgs84,
上海市普陀区平利路第一小学,121.425795,31.2727707,1,70,教育,wgs84,
上海市普陀区沪太新村第一小学,121.4349291,31.26805224,,50,NoClass,wgs84,
上海市普陀区甘霖初级职业技术学校,121.4305676,31.26903129,1,70,教育,wgs84,
上海市澄源中学,121.4245578,31.26115956,1,70,教育,wgs84,
甘泉街道社区学校,105.1610757,33.4414563,,25,乡镇,wgs84,
华东师范大学附属小学,121.4086833,31.22665273,,70,教育,wgs84,
华东师范大学第四附属中学,117.6859641,49.46331207,,25,乡镇,wgs84,
上海市怒江中学,121.3974521,31.23706799,1,70,教育,wgs84,
华东师范大学附属小学,121.4086833,31.22665273,,70,教育,wgs84,
上海市普陀区金沙江路小学,121.3937772,31.23032557,1,70,教育,wgs84,
石泉教育联合体,108.2434444,33.04025464,,20,区县,wgs84,
上海市北海中学,121.4220777,31.25919674,1,70,教育,wgs84,
上海市洵阳中学,121.4209368,31.25360333,1,70,教育,wgs84,
上海市普陀区管弄新村小学,121.4190469,31.25866681,1,70,教育,wgs84,
上海市普陀区中山北路第一小学,121.4235072,31.25099888,1,70,教育,wgs84,
上海市普陀区陆家宅小学,121.4179951,31.24831422,1,70,教育,wgs84,
上海市普陀区洵阳路小学,121.4204644,31.2510474,1,70,教育,wgs84,
上海兰田中学,121.4157912,31.24648839,1,70,教育,wgs84,
上海市普陀区启星学校,121.418992,31.25097206,1,70,教育,wgs84,
石泉街道社区学校,104.8959465,35.55989725,,25,乡镇,wgs84,
桃浦教育联合体,121.3583599,31.28089509,,25,乡镇,wgs84,
上海市桃浦中学,121.3476384,31.28437229,1,70,教育,wgs84,
上海市新杨中学,121.3500141,31.28899406,1,70,教育,wgs84,
上海市文达学校,121.3825179,31.29383267,1,70,教育,wgs84,
上海外国语大学尚阳外国语学校,121.3749689,31.25994004,,70,教育,wgs84,
上海市金鼎学校,121.3809852,31.25950868,1,70,教育,wgs84,
上海市普陀区恒德小学,121.3420676,31.28756995,1,70,教育,wgs84,
上海市普陀区联建小学,121.3465743,31.286624,1,70,教育,wgs84,
上海市普陀区桃浦中心小学,121.3396278,31.2912933,1,70,教育,wgs84,
桃浦镇社区学校,121.3583599,31.28089509,,25,乡镇,wgs84,
万里教育联合体,121.6489645,25.17622746,,25,乡镇,wgs84,
上海市晋元高级中学,121.3931647,31.27387866,,50,NoClass,wgs84,
上海市晋元高级中学附属学校,121.3945539,31.27874897,1,70,教育,wgs84,
上海市万里城实验学校,121.4145126,31.26612916,1,70,教育,wgs84,
上海市民办进华中学,121.4039873,31.26596776,1,70,教育,wgs84,
万里街道社区学校,121.400345,31.27388641,,25,乡镇,wgs84,
宜川教育联合体,110.1635035,36.05010105,,20,区县,wgs84,
上海市宜川中学,121.4403141,31.26365983,1,70,教育,wgs84,
上海市宜川中学附属学校,121.4415389,31.26016996,1,70,教育,wgs84,
上海市洛川学校,121.4313155,31.26133586,1,70,教育,wgs84,
上海市中远实验学校,121.431346,31.25364813,1,70,教育,wgs84,
上海市光新学校,121.4253669,31.2543381,1,70,教育,wgs84,
上海市普陀区华阴小学,121.436793,31.26518211,1,70,教育,wgs84,
上海市民办新黄浦实验学校,121.4429986,31.25665051,1,70,教育,wgs84,
宜川街道社区学校,113.2655186,23.20365632,,70,教育,wgs84,
长风教育联合体,117.226563,30.5729233,,25,乡镇,wgs84,
华东师范大学第四附属中学,117.6859641,49.46331207,,25,乡镇,wgs84,
华东师范大学附属外国语实验学校,121.4115634,31.23168394,,70,教育,wgs84,
上海市怒江中学,121.3974521,31.23706799,1,70,教育,wgs84,
华东师范大学附属小学,121.4086833,31.22665273,,70,教育,wgs84,
上海市普陀区金沙江路小学,121.3937772,31.23032557,1,70,教育,wgs84,
长风街道社区学校,117.226563,30.5729233,,25,乡镇,wgs84,
长寿教育联合体,107.076535,29.86016962,,20,区县,wgs84,
同济大学第二附属中学,121.4309798,31.24146984,,70,教育,wgs84,
上海音乐学院附属安师实验中学,121.4479714,31.19078849,,70,教育,wgs84,
上海市江宁学校,121.4319527,31.24916039,1,70,教育,wgs84,
上海市武宁中学,121.4191105,31.24410408,1,70,教育,wgs84,
上海市普陀区武宁路小学,121.4189505,31.24210009,1,70,教育,wgs84,
上海市普陀区回民小学,121.4261758,31.23892911,1,70,教育,wgs84,
长寿街道社区学校,114.6730091,38.34542466,,25,乡镇,wgs84,
长征教育联合体,123.2043685,41.19762668,,25,乡镇,wgs84,
上海市曹杨中学,121.3628841,31.24660539,1,70,教育,wgs84,
上海市梅陇中学,121.4050566,31.13417713,1,70,教育,wgs84,
上海市长征中学,121.3721355,31.24036967,1,70,教育,wgs84,
上海市曹杨中学附属学校,121.354634,31.23932682,1,70,教育,wgs84,
上海市普陀区曹杨实验小学,121.3734755,31.25021776,1,70,教育,wgs84,
上海市普陀区新普陀小学,121.3895906,31.24356566,1,70,教育,wgs84,
上海市普陀区长征中心小学,121.3666215,31.24106463,1,70,教育,wgs84,
长征镇社区学校,121.3782766,31.24348755,1,70,教育,wgs84,
上海市真如中学,121.3903819,31.25721101,,50,商圈,wgs84,
上海桐柏高级中学,113.4217283,32.3810879,,20,区县,wgs84,
上海师范大学附属第二实验学校,121.3588757,31.11242843,,70,教育,wgs84,
上海市普陀区教育学院附属中学,121.3840217,31.25698512,1,70,教育,wgs84,
上海市铜川学校,121.3871661,31.25208447,1,70,教育,wgs84,
上海市真北中学,121.3913817,31.25907139,1,70,教育,wgs84,
上海市普陀区真如文英中心小学,121.3997643,31.25033034,1,70,教育,wgs84,
上海市普陀区真如第三小学,121.3945804,31.25921751,1,70,教育,wgs84,
上海市普陀区树德小学,121.3830328,31.25999868,1,70,教育,wgs84,
上海市普陀区真光小学,121.374956,31.25416414,1,70,教育,wgs84,
上海金洲小学,121.3815417,31.25209562,1,70,教育,wgs84,
上海玉华中学,121.4694778,31.23194382,,20,城市,wgs84,
上海市普陀区明翔实验学校,121.390701,31.26719976,1,70,教育,wgs84,
真如镇街道社区学校,121.3964662,31.25872234,,25,乡镇,wgs84,
上海市青浦区华新小学,121.2285509,31.24475314,1,70,教育,wgs84,
上海市青浦区凤溪小学,121.2232406,31.21016564,1,70,教育,wgs84,
上海市青浦区嵩华小学,121.2312481,31.18818187,1,70,教育,wgs84,
青浦区金泽教育园区,120.9182093,31.03825619,,25,乡镇,wgs84,
上海市青浦区金泽中学,120.9213072,31.0358813,1,70,教育,wgs84,
上海市青浦区金泽小学,120.9201028,31.03471502,1,70,教育,wgs84,
上海市青浦区商榻小学,120.9199343,31.11957786,1,70,教育,wgs84,
上海市青浦区淀山湖小学,120.9859551,31.05468992,1,70,教育,wgs84,
上海市青浦区金泽幼儿园,120.9209695,31.03485069,1,70,教育,wgs84,
上海市青浦区商榻幼儿园,120.9228882,31.12218832,1,70,教育,wgs84,
上海市青浦区淀山湖幼儿园,120.9611847,31.07098882,1,70,教育,wgs84,
上海市青浦区金泽镇成人中等文化技术（社区）学校,120.9182093,31.03825619,,25,乡镇,wgs84,
上海市青浦区实验小学,121.0917803,31.13901918,1,70,教育,wgs84,
上海市青浦区豫英小学,121.1194014,31.15159389,,20,区县,wgs84,
上海市青浦区御澜湾学校,121.0932768,31.14333472,1,70,地产小区,wgs84,
上海市青浦区实验中学,121.0907115,31.15267418,1,70,教育,wgs84,
上海市青浦区豫才中学,121.1194014,31.15159389,,20,区县,wgs84,
上海市清河湾教育实验园区,121.0889185,31.16938594,1,70,教育,wgs84,
上海市青浦区清河湾幼儿园,121.0896857,31.16841272,1,70,教育,wgs84,
上海市青浦区葛洲坝幼儿园（暂名）,121.1194014,31.15159389,,20,区县,wgs84,
上海市教育学会附属清河湾中学（筹）,121.087653,31.16898221,1,70,教育,wgs84,
上海市教育学会附属清河湾小学（暂名）,121.087653,31.16898221,1,70,教育,wgs84,
上海市青浦区高级职业技术学校（暂名）,121.049688,31.10739271,1,70,教育,wgs84,
上海青浦世界外国语学校,121.2772372,31.19288951,1,70,教育,wgs84,
上海市青浦区尚美中学,121.1044238,31.16157583,1,70,教育,wgs84,
上海师范大学附属外国语小学,121.2300057,31.03368472,,70,教育,wgs84,
上海市松江区九亭小学,121.3087571,31.14037226,1,70,教育,wgs84,
上海市松江区岳阳小学,121.2263215,31.01078281,1,70,教育,wgs84,
上海市松江区新桥小学,121.312378,31.0613785,1,70,教育,wgs84,
上海市松江区实验小学,121.1973307,31.04271282,1,70,教育,wgs84,
上海市松江区九亭第四小学,121.3102764,31.14682218,1,70,教育,wgs84,
上海市松江区九亭第五小学,121.3389082,31.11715863,1,70,教育,wgs84,
上海市松江区第七中学,121.218642,31.00962562,1,70,教育,wgs84,
上海市松江区茸一中学,121.2400856,31.03478894,1,70,教育,wgs84,
华东师范大学松江实验中学,121.2331158,31.03737208,1,70,教育,wgs84,
上海市松江二中（集团）初级中学,121.2413753,31.01185578,1,70,教育,wgs84,
上海市松江区第六中学,121.2250726,31.0134632,1,70,教育,wgs84,
上海市松江区教师进修学院附属立达中学,121.2090266,31.00628973,1,70,教育,wgs84,
上海市松江区李塔汇学校,121.1758091,30.9683728,1,70,教育,wgs84,
上海市松江区泖港学校,121.212577,30.93307432,1,70,教育,wgs84,
上海市松江区古松学校,121.1123496,30.98677119,1,70,教育,wgs84,
上海市松江区五厍学校,121.1331526,30.9401466,1,70,教育,wgs84,
上海市松江区新浜学校,121.054025,30.93928604,1,70,教育,wgs84,
上海市松江区民乐学校,121.220261,31.02110059,1,70,教育,wgs84,
上海市松江区佘山学校,121.1768932,31.09982869,1,70,教育,wgs84,
上海市松江区叶榭学校,121.3111469,30.9392988,1,70,教育,wgs84,
上海市松江区天马山学校,121.1398823,31.06969983,1,70,教育,wgs84,
上海市松江区仓桥学校,121.1996717,31.00968088,1,70,教育,wgs84,
东华大学附属实验学校,121.3536205,31.22433492,,50,工业园区,wgs84,
上海对外经贸大学附属实验学校,121.1804768,31.01488253,1,70,教育,wgs84,
上海市松江区中山小学,121.2369489,31.0076088,1,70,教育,wgs84,
上海市松江区中山永丰实验学校,121.2108433,31.00862937,,50,NoClass,wgs84,
上海市松江区方塔小学,121.2445388,31.00727353,1,70,教育,wgs84,
上海市松江区泗泾第二小学,121.229924,31.11253169,1,70,教育,wgs84,
上海市松江区新闵小学,121.339317,31.08846711,1,70,教育,wgs84,
上海市松江区中山二小,121.2519693,31.06164094,1,70,教育,wgs84,
上海市第三女子初级中学,121.4260934,31.22487616,1,70,教育,wgs84,
上海市省吾中学,121.4184204,31.22670159,1,70,教育,wgs84,
上海市虹桥中学,121.3762365,31.19329805,1,70,教育,wgs84,
上海市新泾中学,121.3588685,31.21293521,1,70,教育,wgs84,
上海市仙霞高级中学,121.3883061,31.21020407,1,70,教育,wgs84,
上海市复旦中学,121.4289998,31.20628722,1,70,教育,wgs84,
上海市复旦初级中学,121.4289998,31.20628722,1,70,教育,wgs84,
上海市长宁区复旦小学,121.4268855,31.20429136,1,70,教育,wgs84,
上海市长宁区适存小学,121.36513,31.21539727,1,70,教育,wgs84,
上海市长宁区北新泾第三小学,121.3614596,31.21917956,1,70,教育,wgs84,
上海市长宁区绿苑小学,121.3564983,31.21370256,1,70,教育,wgs84,
上海市长宁区复旦小学,121.4268855,31.20429136,1,70,教育,wgs84,
上海市长宁区安顺路小学,121.4118331,31.20203753,1,70,教育,wgs84,
上海市长宁区天山第二小学,121.3920878,31.21092364,1,70,教育,wgs84,
上海市长宁区虹桥机场小学,121.391181,31.21149886,,30,道路,wgs84,
上海市长宁区愚园路第一小学,121.4213877,31.219345,1,70,教育,wgs84,
上海市长宁区愚一小学向红分校,121.4303682,31.22327735,1,70,教育,wgs84,
上海市长宁区江苏路第五小学,121.4224179,31.22817452,1,70,教育,wgs84,
上海市长宁区安顺路小学,121.4118331,31.20203753,1,70,教育,wgs84,
上海市长宁区长宁路小学,121.4026297,31.220622,1,70,教育,wgs84,
上海市长宁实验小学,121.3834408,31.21143677,1,70,教育,wgs84,
上海市长宁区新虹桥小学,121.3835464,31.20503571,1,70,教育,wgs84,
上海市长宁区威宁小学,121.3800714,31.21048648,1,70,教育,wgs84,
上海市南洋初级中学,121.4323517,31.20279927,1,70,教育,wgs84,
上海师大附中附属龙华中学,121.4894509,31.1269627,,70,教育,wgs84,
上海市龙苑中学,121.4495633,31.15967845,1,70,教育,wgs84,
上海市龙漕中学,121.4373214,31.17390553,1,70,教育,wgs84,
上海市教育科学研究院实验小学,121.4596751,31.20321405,1,70,教育,wgs84,
上海市日晖新村小学,121.4601466,31.19725258,1,70,教育,wgs84,
上海市江南新村小学,121.3273564,31.83114495,,25,乡镇,wgs84,
上海市龙南小学,121.449106,31.157932,1,70,教育,wgs84,
上海市龙华小学,121.446231,31.17316494,1,70,教育,wgs84,
上海市民办盛大花园小学,121.4490323,31.17799649,1,70,教育,wgs84,
华东理工大学附属中学,121.4199391,31.13372464,,70,教育,wgs84,
上海市梅园中学,121.4135567,31.13925162,1,70,教育,wgs84,
华东理工大学附属小学,121.4191622,31.13980433,,70,教育,wgs84,
上海市徐汇区启新小学,121.4149755,31.13241371,1,70,教育,wgs84,
上海市实验学校附属小学,121.4247951,31.13371666,1,70,教育,wgs84,
上海市南洋模范中学,121.4471554,31.19213191,1,70,教育,wgs84,
上海市南洋模范初级中学,121.4323517,31.20279927,1,70,教育,wgs84,
上海民办南模中学,121.4407636,31.17863897,1,70,教育,wgs84,
上海市西南模范中学,121.4298751,31.14898559,1,70,教育,wgs84,
上海市中国中学,121.4242496,31.16227352,1,70,教育,wgs84,
上海市世界外国语中学,121.4104106,31.1520265,1,70,教育,wgs84,
康健外国语实验中学,121.4760653,31.2075563,,70,休闲娱乐,wgs84,
上海市世界外国语小学,121.4133173,31.15291649,,50,NoClass,wgs84,
上海师范大学第一附属小学,117.721127,49.45245424,,25,乡镇,wgs84,
康健外国语实验小学,121.409072,31.15628906,,70,教育,wgs84,
上海市康宁科技实验小学,121.422022,31.15777585,1,70,教育,wgs84,
上海市樱花园小学,121.4088664,31.14888234,1,70,教育,wgs84,
上海师范大学第三附属实验学校,121.4335371,31.16489291,,70,教育,wgs84,
上海市求知小学,121.4237689,31.16693094,1,70,教育,wgs84,
徐汇区董李凤美康健学校,121.4063677,31.15255783,1,70,教育,wgs84,
上海市位育初级中学,121.452136,31.21329741,1,70,教育,wgs84,
上海市第二初级中学,121.4514467,31.20999847,1,70,教育,wgs84,
上海市位育实验学校,121.4488974,31.21972712,1,70,教育,wgs84,
上海市第五十四中学,121.44443,31.21257452,1,70,教育,wgs84,
上海市向阳小学,121.4524798,31.20961496,1,70,教育,wgs84,
上海市建襄小学,121.4556323,31.21022123,1,70,教育,wgs84,
上海市高安路第一小学,121.4389865,31.20744542,1,70,教育,wgs84,
徐汇区第一中心小学,121.4549973,31.214683,1,70,教育,wgs84,
上海市世界小学,121.4351288,31.20961908,1,70,教育,wgs84,
上海市爱菊小学,121.4378734,31.21500218,1,70,教育,wgs84,
上海市西南位育中学,121.4559624,31.19444666,1,70,教育,wgs84,
上海市田林中学,121.4148477,31.17639455,1,70,教育,wgs84,
上海市田林第二中学,121.4188185,31.17201562,1,70,教育,wgs84,
上海市田林第三中学,121.4248517,31.17505012,1,70,教育,wgs84,
上海市田林小学,121.4161168,31.17267368,1,70,教育,wgs84,
上海市田林第一小学,121.4149684,31.18055556,1,70,教育,wgs84,
上海市田林第三小学,121.4227783,31.17285271,1,70,教育,wgs84,
上海市田林第四小学,121.422083,31.17869817,1,70,教育,wgs84,
上海市吴中路小学,121.4178265,31.19384553,1,70,教育,wgs84,
上海市漕河泾新兴技术开发区实验小学,121.3966872,31.15870356,1,70,教育,wgs84,
上海市徐汇中学,121.431357,31.19404754,1,70,教育,wgs84,
上海市第四中学,121.442635,31.1968904,1,70,教育,wgs84,
上海市零陵中学,121.4517811,31.19110972,1,70,教育,wgs84,
上海市宛平中学,121.4384588,31.19329438,1,70,教育,wgs84,
上海市汇师小学,121.4283422,31.18998197,1,70,教育,wgs84,
上海市徐汇区东二小学,121.4464335,31.18527816,1,70,教育,wgs84,
上海市东安三村小学,121.4411827,31.18781336,1,70,教育,wgs84,
上海市光启小学,121.4339235,31.18543583,1,70,教育,wgs84,
上海交通大学附属小学,121.4229833,31.19402177,,70,教育,wgs84,
上海市虹桥路小学,121.4244452,31.19785918,1,70,教育,wgs84,
上海市园南中学,121.4404909,31.14420441,1,70,教育,wgs84,
上海市汾阳中学,121.4318296,31.15222696,1,70,教育,wgs84,
徐汇区教师进修学院附属实验中学,121.4280691,31.13959091,1,70,教育,wgs84,
上海市长桥中学,121.4342863,31.13240731,1,70,教育,wgs84,
上海市紫阳中学,121.4505114,31.11466564,1,70,教育,wgs84,
上海市徐汇位育体校,121.4393444,31.11997994,1,70,教育,wgs84,
上海市民办华育中学,121.4493471,31.11871638,1,70,教育,wgs84,
上海市上海小学,121.4315656,31.1402796,1,70,教育,wgs84,
上海市园南小学,121.4365008,31.14353093,1,70,教育,wgs84,
徐汇区教师进修学院附属实验小学,121.4333464,31.13555527,1,70,教育,wgs84,
徐汇区长桥第二小学,121.4392739,31.136663,1,70,教育,wgs84,
上海体育职业学院附属小学,121.4424838,31.13382951,1,70,教育,wgs84,
上海市向阳育才小学,121.4336783,31.15085566,1,70,教育,wgs84,
上海市华泾小学,121.4473504,31.12821786,1,70,教育,wgs84,
上海市徐浦小学,121.4564168,31.12456566,1,70,教育,wgs84,
上海市徐汇区徐汇实验小学,121.4485852,31.1396836,1,70,教育,wgs84,
上海市逸夫小学,121.4385476,31.13554425,1,70,教育,wgs84,
复旦大学,121.4980327,31.29365392,,70,教育,wgs84,
上海交通大学,121.4669342,31.21445172,,70,教育,wgs84,
同济大学,121.2097665,31.28758492,,70,教育,wgs84,
华东师范大学,121.3955618,31.21253395,,70,教育,wgs84,
东华大学,121.3536205,31.22433492,,50,工业园区,wgs84,
上海财经大学,116.336372,39.95821592,,70,教育,wgs84,
华东理工大学,121.4191598,31.14518747,,70,教育,wgs84,
上海外国语大学,121.697474,31.19565828,,70,教育,wgs84,
上海大学,121.3891637,31.3171223,,70,教育,wgs84,
上海中医药大学,121.4775586,31.30602486,1,70,教育,wgs84,
上海海洋大学,121.8955605,30.88200681,,50,NoClass,wgs84,
上海体育学院,121.5214511,31.31519517,,70,教育,wgs84,
上海音乐学院,121.4479714,31.19078849,,70,教育,wgs84,
上海师范大学,121.3588757,31.11242843,,70,教育,wgs84,
上海理工大学,121.5532685,31.29409767,,70,教育,wgs84,
上海海事大学,121.5645891,31.2651836,,70,教育,wgs84,
华东政法大学,121.4120275,31.22858093,,70,教育,wgs84,
上海科技大学,121.4510644,31.20437838,,50,NoClass,wgs84,
上海电力大学,121.887516,30.90442839,,70,教育,wgs84,
上海纽约大学,121.5296537,31.22796856,1,70,教育,wgs84,
上海戏剧学院,121.5106801,31.24165876,,70,休闲娱乐,wgs84,
上海第二工业大学,121.4405862,31.18543208,1,70,教育,wgs84,
上海工程技术大学,121.483371,31.29705292,1,70,教育,wgs84,
上海对外经贸大学,121.213037,31.04843006,1,70,教育,wgs84,
上海应用技术大学,121.5062065,30.844978,1,70,教育,wgs84,
上海国家会计学院,121.2861052,31.179648,1,70,教育,wgs84,
上海海关学院,121.5738531,31.17095894,,70,教育,wgs84,
上海政法学院,121.1684133,31.11301562,,70,教育,wgs84,
上海立信会计金融学院,121.5341456,31.23764383,1,70,教育,wgs84,
上海电机学院,121.8813196,30.89068267,,70,教育,wgs84,
上海健康医学院,121.6080245,31.09989095,,50,NoClass,wgs84,
上海商学院,121.4334972,31.25881448,,70,教育,wgs84,
上海公安学院,121.5149397,31.38227245,1,70,教育,wgs84,
上海杉达学院,121.6548265,31.2709029,,70,教育,wgs84,
上海建桥学院,121.888027,30.89397721,1,70,教育,wgs84,
上海视觉艺术学院,121.2015439,31.04832498,1,70,教育,wgs84,
上海立达学院,121.316597,30.93800002,1,70,教育,wgs84,
上海兴伟学院,121.7825439,31.04498407,1,70,教育,wgs84,
上海中侨职业技术大学,121.300261,30.80006784,1,70,教育,wgs84,
上海外国语大学贤达经济人文学院,121.8282345,31.48678605,,70,教育,wgs84,
上海师范大学天华学院,116.1308115,30.47229056,,25,乡镇,wgs84,
上海民航职业技术学院,121.4514863,31.17330051,1,70,教育,wgs84,
上海旅游高等专科学校,121.5078771,30.83551088,1,70,教育,wgs84,
上海科学技术职业学院,121.2535952,31.38873315,1,70,教育,wgs84,
上海出版印刷高等专科学校,121.5385129,31.28530209,1,70,教育,wgs84,
上海城建职业学院,121.4765645,31.24925466,1,70,教育,wgs84,
上海电子信息职业技术学院,121.4245764,31.26751606,1,70,教育,wgs84,
上海交通职业技术学院,121.5630245,31.26499076,1,70,教育,wgs84,
上海海事职业技术学院,121.483989,31.3940218,1,70,教育,wgs84,
上海行健职业学院,121.4270048,31.28204238,1,70,教育,wgs84,
上海农林职业技术学院,121.1672833,30.89752549,1,70,教育,wgs84,
上海工艺美术职业学院,121.2476616,31.41012928,1,70,教育,wgs84,
上海工会管理职业学院,121.4908091,31.28819526,1,70,教育,wgs84,
上海工商职业技术学院,121.2166382,31.25061012,1,70,教育,wgs84,
上海东海职业技术学院,121.4527207,31.0318786,1,70,教育,wgs84,
上海欧华职业技术学院,121.6928686,30.87528404,,50,NoClass,wgs84,
上海工商外国语职业学院,121.7769925,31.04977046,1,70,教育,wgs84,
上海震旦职业学院,121.3548876,31.41422404,1,70,教育,wgs84,
上海邦德职业技术学院,121.3973049,31.32490107,1,70,教育,wgs84,
上海济光职业技术学院,121.495467,31.30314043,1,70,教育,wgs84,
上海民远职业技术学院,121.6558259,31.20057716,1,70,教育,wgs84,
上海思博职业技术学院,121.7763444,31.03970671,1,70,教育,wgs84,
上海电影艺术职业学院,121.5808951,31.19396683,1,70,教育,wgs84,
中国人民解放军海军军医大学,121.4229772,31.20227089,,70,医疗,wgs84,
上海医药职工大学,121.5040607,31.26686799,1,70,教育,wgs84,
上海市静安区业余大学,121.449038,31.31035463,1,70,教育,wgs84,
上海青年管理干部学院,121.4741035,31.27628252,1,70,政府机构,wgs84,
上海市徐汇区业余大学,121.456861,31.19772799,1,70,教育,wgs84,
上海纺织工业职工大学,121.4958256,31.25638074,,50,NoClass,wgs84,
上海市黄浦区业余大学,121.4864986,31.23266674,1,70,教育,wgs84,
上海市长宁区业余大学,121.3873347,31.2050608,1,70,教育,wgs84,
上海市杨浦区业余大学,121.5217639,31.32657023,1,70,教育,wgs84,
上海开放大学,121.4588896,31.20935485,1,70,教育,wgs84,
上海市经济管理干部学院,121.4187722,31.2145573,1,70,教育,wgs84,
上海科技管理干部学院,121.2482756,31.37951797,1,70,政府机构,wgs84,
上海市普陀区业余大学,121.408187,31.24257444,1,70,教育,wgs84,
上海市虹口区业余大学,121.4849181,31.25059643,1,70,教育,wgs84,
上海市宝山区业余大学,121.4834897,31.39400685,1,70,教育,wgs84,
